File_name,Plant species,leaf type,Measurement protocol,spectroradiometer,Site_discription
Miscanthus_leaf_lower_2010_1102_3_LICOR.txt,Miscanthus sinensis Andersson,A leaf colleced from lower part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_lower_2010_1102_4_LICOR.txt,Miscanthus sinensis Andersson,A leaf colleced from lower part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0727_1_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0727_2_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0727_3_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0914_1_LICOR.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0914_2_LICOR.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_0914_3_LICOR.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_1104_1_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_1104_2_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_upper_2010_1104_3_ASDIS.txt,Miscanthus sinensis Andersson,A leaf colleced from upper part of tha canopy,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_yellow_2010_1102_1_LICOR.txt,Miscanthus sinensis Andersson,A senesced yellow leaf.,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_yellow_2010_1102_2_LICOR.txt,Miscanthus sinensis Andersson,A senesced yellow leaf.,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Miscanthus_leaf_yellow_2010_1102_3_LICOR.txt,Miscanthus sinensis Andersson,A senesced yellow leaf.,B-2,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Oryza_leaf__2012_0531_1_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0531_2_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0531_3_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0531_4_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0723_1_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0723_2_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0723_3_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0902_1_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0902_2_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Oryza_leaf__2012_0902_3_ASDIS.txt,Oryza sativa L.,,B-2,FieldSpec FR,Mase Paddy Flux Site
Picea_leaf__2011_0629_1_LICOR.txt,Picea abies (L.) Karst.,,B-2,FieldSpec FR,"Tsukuba experinemtal forest, University of Tsukuba, Tsukuba city, Japan."
Picea_leaf__2011_0629_2_ASDIS.txt,Picea abies (L.) Karst.,,B-2,FieldSpec FR,"Tsukuba experinemtal forest, University of Tsukuba, Tsukuba city, Japan."
Picea_leaf__2011_0629_2_LICOR.txt,Picea abies (L.) Karst.,,B-2,FieldSpec FR,"Tsukuba experinemtal forest, University of Tsukuba, Tsukuba city, Japan."
Picea_leaf__2011_0629_3_LICOR.txt,Picea abies (L.) Karst.,,B-2,FieldSpec FR,"Tsukuba experinemtal forest, University of Tsukuba, Tsukuba city, Japan."
Pinus_leaf__2012_0222_1_LICOR.txt,Pinus densiflora Siebold et Zucc.,,B-2,FieldSpec 3,"Tsukuba experinemtal forest, University of Tsukuba, Tsukuba city, Japan."
Pinus_leaf__2012_0222_2_LICOR.txt,Pinus densiflora Siebold et Zucc.,,B-2,FieldSpec 3,The University of Tsukuba
Pinus_leaf__2012_0222_3_LICOR.txt,Pinus densiflora Siebold et Zucc.,,B-2,FieldSpec 3,The University of Tsukuba
Pleioblastus_leaf_green_2013_0109_1_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A green leaf,B-1,FieldSpec FR,The University of Tsukuba
Pleioblastus_leaf_green_2013_0109_2_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A green leaf,B-1,FieldSpec FR,The University of Tsukuba
Pleioblastus_leaf_green_2013_0109_3_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A green leaf,B-1,FieldSpec FR,The University of Tsukuba
Pleioblastus_leaf_yellow_2013_0109_1_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A senesced yellow leaf,B-1,FieldSpec FR,The University of Tsukuba
Pleioblastus_leaf_yellow_2013_0109_2_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A senesced yellow leaf,B-1,FieldSpec FR,The University of Tsukuba
Pleioblastus_leaf_yellow_2013_0109_3_LICOR.txt,Pleioblastus chino (Franch. et Sav.) Makino,A senesced yellow leaf,B-1,FieldSpec FR,The University of Tsukuba
Pueraria_leaf__2010_0914_1_LICOR.txt,Pueraria lobata (Willd.) Ohwi,,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Pueraria_leaf__2010_0914_2_LICOR.txt,Pueraria lobata (Willd.) Ohwi,,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Pueraria_leaf__2010_0914_3_LICOR.txt,Pueraria lobata (Willd.) Ohwi,,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Quercus_leaf_shade_2010_0608_1_ASDIS.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0608_2_ASDIS.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0608_3_ASDIS.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0608_3_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0802_1_ASDIS.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0802_1_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0802_2_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_0802_3_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_1005_1_ASDIS.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_1005_1_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_1005_2_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_shade_2010_1005_3_LICOR.txt,Quercus crispula Blume,A shade leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0608_1_ASDIS.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0608_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0608_2_ASDIS.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0608_3_ASDIS.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0802_1_ASDIS.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0802_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0802_2_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_0802_3_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_2_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_3_ASDIS.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_3_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_4_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2010_1005_5_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0607_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0607_2_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0607_3_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0607_4_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0607_5_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0823_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0823_2_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0823_3_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0823_4_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_0823_5_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_1026_1_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_1026_2_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_1026_3_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_1026_4_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_sun_2012_1026_5_LICOR.txt,Quercus crispula Blume,A sunlit leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_1_ASDIS.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_1_LICOR.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_2_ASDIS.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_2_LICOR.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_3_ASDIS.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_leaf_yellow_2010_1007_3_LICOR.txt,Quercus crispula Blume,A senesced yellow leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_trunk__2010_0803_1_LICOR.txt,Quercus crispula Blume,,B-4,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_trunk__2010_0803_2_LICOR.txt,Quercus crispula Blume,,B-4,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_trunk__2010_0803_3_LICOR.txt,Quercus crispula Blume,,B-4,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Quercus_trunk__2012_1004_1_LICOR.txt,Quercus myrsinifolia Blume,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Quercus_trunk__2012_1004_2_LICOR.txt,Quercus myrsinifolia Blume,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Quercus_trunk__2012_1004_3_LICOR.txt,Quercus myrsinifolia Blume,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Sasa_leaf_old_2010_0607_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0607_2_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0607_2_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0607_3_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0803_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0803_1_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0803_2_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_0803_3_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_1005_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_1005_1_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_1005_2_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_old_2010_1005_3_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A 1-year old leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_0608_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_0803_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_0803_1_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_0803_2_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_0803_3_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_1005_1_ASDIS.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_1005_1_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_1005_2_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Sasa_leaf_young_2010_1005_3_LICOR.txt,Sasa senanensis (Franch. et Sav.) Rehder,A current year leaf,B-1,FieldSpec FR,Takayama Deciduous Broadleaf Forest Site
Solidago_leaf_lower_2010_0728_1_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0728_2_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0728_3_ASDIS.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0728_3_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0913_1_ASDIS.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0913_1_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0913_2_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_0913_3_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_1_ASDIS.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_1_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_2_ASDIS.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_2_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_3_ASDIS.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_lower_2010_1103_3_LICOR.txt,Solidago altissima L.,A leaf colleced from lower part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0728_1_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0728_2_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0728_3_ASDIS.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0728_3_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0913_1_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0913_2_ASDIS.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0913_2_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_0913_3_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_1103_1_ASDIS.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_1103_1_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_1103_2_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Solidago_leaf_upper_2010_1103_3_LICOR.txt,Solidago altissima L.,A leaf colleced from upper part of tha shoot,B-1,FieldSpec FR,The experimental grassland at the Terrestrial Environmental Research Center of the University of the Tsukuba
Tilia_trunk__2012_1005_1_LICOR.txt,Tilia japonica (Miq.) Simonk.,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Tilia_trunk__2012_1005_2_LICOR.txt,Tilia japonica (Miq.) Simonk.,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Tilia_trunk__2012_1005_3_LICOR.txt,Tilia japonica (Miq.) Simonk.,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Zelkova_trunk__2012_1005_1_LICOR.txt,Zelkova serrata (Thunb.) Makino,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Zelkova_trunk__2012_1005_2_LICOR.txt,Zelkova serrata (Thunb.) Makino,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
Zelkova_trunk__2012_1005_3_LICOR.txt,Zelkova serrata (Thunb.) Makino,,B-4,FieldSpec 3,Tsukuba Experimental Forest of the University of Tsukuba
